product_code,barcode,name,category_id,supplier_id,brand_id,pack_size,quantity,pack_purchase_price,pack_sale_price,unit_purchase_price,unit_sale_price,avg_price,narcotics
PRD-03679,PD00003679,ZOLIGET TABLET 30MG/4MG,1,1,1,14,20,518.08,609.56,37.006,43.54,37.00776,0
PRD-03680,PD00003680,ZURIG 40MG TAB,1,1,1,20,11,527,620,26.35,31,26.35,0
PRD-03681,PD00003681,ZURIG 80MG TABLET\S,1,1,1,20,25,841.5,990,42.075,49.5,42.07384615,0
PRD-03682,PD00003682,AQUAFRESH TOOTH BRUSH TOOTH TONGUE,1,1,1,1,0,0,0,0,0,0,0
PRD-03683,PD00003683,BLUE 11 PLUS RAZER,1,1,1,1,0,0,0,0,0,0,0
PRD-03684,PD00003684,BLUE 11 PLUS RAZER  (5 IN 1),1,1,1,1,0,0,0,0,0,0,0
PRD-03685,PD00003685,BLUE 11 RAZER,1,1,1,1,0,0,0,0,0,0,0
PRD-03686,PD00003686,BLUE 3 RAZER,1,1,1,1,0,0,0,0,0,0,0
PRD-03687,PD00003687,DOUBLE EDGE BLADE PLATINIUM,1,1,1,1,0,0,0,0,0,0,0
PRD-03688,PD00003688,DOUBLE EDGE BLADE SHARPEDGE,1,1,1,1,0,0,0,0,0,0,0
PRD-03689,PD00003689,DOUBLE EDGE BLADE STAINLOSS,1,1,1,1,0,0,0,0,0,0,0
PRD-03690,PD00003690,GILLETTE  AFTER SHAVE GEL 75ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03691,PD00003691,GILLETTE 3X  ROLLON  50ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03692,PD00003692,GILLETTE AFTER SHAVE COOL WAVW FRESH 100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03693,PD00003693,GILLETTE ARCTIC ICE BOLD  50ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03694,PD00003694,GILLETTE MACH 3 RAZER,1,1,1,1,0,0,0,0,0,0,0
PRD-03695,PD00003695,GILLETTE MACH3 RAZER SENSTIVE,1,1,1,1,0,0,0,0,0,0,0
PRD-03696,PD00003696,GILLETTE RAZER G2 (RS 10),1,1,1,1,0,0,0,0,0,0,0
PRD-03697,PD00003697,ORAL B MOUTH WASH ADVANTAGE 300ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03698,PD00003698,ORAL B TOOTH BRUSH ADVANCE 3D & SENSTIVE,1,1,1,1,0,0,0,0,0,0,0
PRD-03699,PD00003699,ORAL B TOOTH BRUSH ADVANTAGE,1,1,1,1,0,0,0,0,0,0,0
PRD-03700,PD00003700,CAPCID TABLET 40MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03701,PD00003701,CIPROLIVE 250MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-03702,PD00003702,SIMVA TABLET 20MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03703,PD00003703,SIMVA TABLET PLUS 10/10,1,1,1,10,0,0,0,0,0,0,0
PRD-03704,PD00003704,GENTASONE INJECTION 80MG  2ML,1,1,1,5,0,0,0,0,0,0,0
PRD-03705,PD00003705,APPITIZER VET,1,1,1,1,0,0,0,0,0,0,0
PRD-03706,PD00003706,LIFE CHECK METER,1,1,1,1,0,500,800,500,800,500,0
PRD-03707,PD00003707,GLIDEN TABLET 15MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03708,PD00003708,GLIDEN TABLET 30MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03709,PD00003709,GLIDEN TABLET 45MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03710,PD00003710,GLITOP TABLET 1MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03711,PD00003711,GLITOP TABLET 2MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03712,PD00003712,GLITOP TABLET 3MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03713,PD00003713,GLITOP TABLET 4MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03714,PD00003714,HELICEF CAPSULE 500MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03715,PD00003715,LINCOMYCIN CAP (CHINA),1,1,1,12,87,165,240,13.75,20,13.33853659,0
PRD-03716,PD00003716,METHYPRED INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03717,PD00003717,METHYPRED INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03718,PD00003718,METOCLOPRAMIDE INJECTION 10MG/ 2ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03719,PD00003719,METRONIDAZOLE INJECTION 500MG/ 100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03720,PD00003720,NALOX INJECTION 0.4MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03721,PD00003721,PANCURONIUM INJECTION 2MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03722,PD00003722,SOLU HYDROCORT INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03723,PD00003723,SUXAMETHONIUM INJECTION 100MG/ 2ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03724,PD00003724,TESTOSTERONE INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03725,PD00003725,THIOPENTONE INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03726,PD00003726,NEOGLIP XR 50/500MG TAB,1,1,1,14,7,508.3,599,36.307,42.79,36.307,0
PRD-03727,PD00003727,MOPERIUM TAB,1,1,1,50,0,0,0,0,0,0,0
PRD-03728,PD00003728,RUMATOFEN SUSPENSION  90ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03729,PD00003729,RUMATOFEN TABLET 200MG,1,1,1,500,0,0,0,0,0,0,0
PRD-03730,PD00003730,RUMATOFEN TABLET 400MG,1,1,1,250,0,0,0,0,0,0,0
PRD-03731,PD00003731,KCL AMPULES,1,1,1,1,8,12,20,12,20,12,0
PRD-03732,PD00003732,QUIKREL TABLET 50MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03733,PD00003733,SKINCARE CREAM,1,1,1,1,0,0,0,0,0,0,0
PRD-03734,PD00003734,SCABICA LOTION 25% W/V 120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03735,PD00003735,SCABICA LOTION 25% W/V 450ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03736,PD00003736,SCABICA LOTION 25% W/V 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03737,PD00003737,SCOXY TAB,1,1,1,20,20,280,330.4,14,16.52,14.54,0
PRD-03738,PD00003738,AMODIP TABLET 2.5MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03739,PD00003739,AMODIP TABLET 5MG,1,1,1,20,0,323,380,16.15,19,16.15,0
PRD-03740,PD00003740,AMORIN TABLET 50MG,1,1,1,100,95,2125,2500,21.25,25,21.25,0
PRD-03741,PD00003741,AMOTAC TABLET 10MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03742,PD00003742,ANASEF CAPSULE 250MG,1,1,1,12,0,0,0,0,0,0,0
PRD-03743,PD00003743,ANASEF CAPSULE 500MG,1,1,1,12,0,0,0,0,0,0,0
PRD-03744,PD00003744,BACTIZONE INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03745,PD00003745,BACTIZONE INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03746,PD00003746,BACTIZONE INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03747,PD00003747,BIOPLUS-C TABLET 1,1,1,1,30,0,0,0,0,0,0,0
PRD-03748,PD00003748,BLAZE TABLET 50MG,1,1,1,20,12,318.75,375,15.938,18.75,15.938,0
PRD-03749,PD00003749,BLAZE TABLET PLUS,1,1,1,20,0,0,0,0,0,0,0
PRD-03750,PD00003750,CEFAX INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03751,PD00003751,CEFAX INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03752,PD00003752,COAMOTAC TABLET .,1,1,1,20,0,0,0,0,0,0,0
PRD-03753,PD00003753,GLIP TABLET 1MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03754,PD00003754,GLIP TABLET 2MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03755,PD00003755,GLIP TABLET 4MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03756,PD00003756,ISOTRATE TABLET 10MG,1,1,1,60,0,0,0,0,0,0,0
PRD-03757,PD00003757,ISOTRATE TABLET 20MG,1,1,1,60,43,352.75,415.2,5.879,6.92,5.879,0
PRD-03758,PD00003758,ISOTRATE TABLET 40MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03759,PD00003759,LEVITE INJECTION 500MG 100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03760,PD00003760,LEVITE TABLET 250MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03761,PD00003761,LEVITE TABLET 500MG,1,1,1,10,20,570,1200,57,120,56.829,0
PRD-03762,PD00003762,LIPIVASTIN TABLET 10MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03763,PD00003763,LIPIVASTIN TABLET 20MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03764,PD00003764,LIPIVASTIN TABLET 40MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03765,PD00003765,MAZIVIT-M TABLET .,1,1,1,30,0,0,0,0,0,0,0
PRD-03766,PD00003766,OMERAL CAPSULE .,1,1,1,14,0,0,0,0,0,0,0
PRD-03767,PD00003767,PEPTAC INJECTION 50MG 2ML,1,1,1,10,0,0,0,0,0,0,0
PRD-03768,PD00003768,PEPTAC TABLET 150MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03769,PD00003769,PEPTAC TABLET 300MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03770,PD00003770,PEPZOL CAPSULE 20MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03771,PD00003771,PERIN INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03772,PD00003772,PERIN INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03773,PD00003773,PROBASE TABLET 10MG,1,1,1,20,20,323,380.17,16.15,19.01,16.15,0
PRD-03774,PD00003774,PROBASE TABLET 5MG,1,1,1,20,25,204,240,10.2,12,10.2,0
PRD-03775,PD00003775,SPRIL CAPSULE 400MG,1,1,1,5,0,0,0,0,0,0,0
PRD-03776,PD00003776,SPRIL SUSPENSION  100MG/30ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03777,PD00003777,SPRIL SUSPENSION  100MG/60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03778,PD00003778,TRITON INJECTION 1ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03779,PD00003779,ANASEF INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03780,PD00003780,ANASEF INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03781,PD00003781,ANASEF SUSPENSION  125MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03782,PD00003782,ANASEF SUSPENSION  250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03783,PD00003783,FEROCHEL TAB,1,1,1,30,0,0,0,0,0,0,0
PRD-03784,PD00003784,LIVOGARD TABLET,1,1,1,30,0,0,0,0,0,0,0
PRD-03785,PD00003785,OSTOFIT 25GM CREAM,1,1,1,1,2,297,350,297,350,297,0
PRD-03786,PD00003786,OSTOFIT TAB,1,1,1,20,0,0,0,0,0,0,0
PRD-03787,PD00003787,PROSENSE 120ML SYP,1,1,1,1,0,382.5,450,382.5,450,344.25,0
PRD-03788,PD00003788,PROSENSE TAB 20'S,1,1,1,20,0,446.25,525,22.313,26.25,22.313,0
PRD-03789,PD00003789,VITABOOST PLUS TABLET,1,1,1,20,10,1266.5,1490,63.325,74.5,60.469375,0
PRD-03790,PD00003790,VITABOOST TABLET,1,1,1,20,0,765,900,38.25,45,38.25,0
PRD-03791,PD00003791,BESTA TABLET 10MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03792,PD00003792,CYFLOX TABLET 250MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03793,PD00003793,TRETINEX CREAM 15GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03794,PD00003794,PENIDURE LA INJECTION 1.2MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03795,PD00003795,DIAPER RASH CREAM 1'S,1,1,1,1,0,0,0,0,0,0,0
PRD-03796,PD00003796,DOLTEE ORAL DROP 10ML,1,1,1,1,1,45.08,53.04,45.08,53.04,45.08,0
PRD-03797,PD00003797,EFFIQUIN 250MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-03798,PD00003798,EFFIQUIN 500MG TABLET,1,1,1,10,0,0,0,0,0,0,0
PRD-03799,PD00003799,GROVIT ORAL DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03800,PD00003800,GROVIT SYRUP B 120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03801,PD00003801,ROLIP EZE 20+10MG TAB,1,1,1,20,0,1118.69,1316.2,55.935,65.81,55.935,0
PRD-03802,PD00003802,MEBOLIN SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03803,PD00003803,ORANITE MOUTH WASH 150ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03804,PD00003804,ORS WOODWORDS SACHET 30GM,1,1,1,25,0,0,0,0,0,0,0
PRD-03805,PD00003805,PAEDICARE ALL SOLUTION,1,1,1,1,2,150.45,177,150.45,177,140.42,0
PRD-03806,PD00003806,PHLOXETIN CAPSULE .,1,1,1,10,0,0,0,0,0,0,0
PRD-03807,PD00003807,PHLOXETIN SYRUP 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03808,PD00003808,PREGNA CARE SACHET ORANGE FLAVOUR,1,1,1,10,0,0,0,0,0,0,0
PRD-03809,PD00003809,Q PALGITE 120ML,1,1,1,1,3,299.64,327,299.64,327,279.664,0
PRD-03810,PD00003810,Q PLEX SUSPENSION  120ML,1,1,1,1,2,281,314.01,281,314.01,281,0
PRD-03811,PD00003811,Q PLEX Z SUSPENSION  120ML,1,1,1,1,4,299.64,325,299.64,325,279.664,0
PRD-03812,PD00003812,Q PULGITE SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03813,PD00003813,RUBERIN SUSPENSION  120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03814,PD00003814,RUBERIN SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03815,PD00003815,TEMPOL SUSPENSION  6+ 60ml,1,1,1,1,0,0,0,0,0,0,0
PRD-03816,PD00003816,TEMPOL SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03817,PD00003817,TEMPRAMINE SYRUP 120ML,1,1,1,1,5,65.48,77,65.48,77,62.11454545,0
PRD-03818,PD00003818,TEMPRAMINE SYRUP 60ML,1,1,1,1,1,99.63,117.21,99.63,117.21,94.445,0
PRD-03819,PD00003819,VERMOL TABLET 100MG,1,1,1,60,0,0,0,0,0,0,0
PRD-03820,PD00003820,VERMOL TABLET DS 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03821,PD00003821,WAYBAC 100MG 5ML SUSP 30 ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03822,PD00003822,WAYBAC DS SYPRUP 200MG/30ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03823,PD00003823,COMFIT SUR GLOVES 7.5,1,1,1,50,0,0,0,0,0,0,0
PRD-03824,PD00003824,COMFIT SUR GLOVES 8,1,1,1,50,0,0,0,0,0,0,0
PRD-03825,PD00003825,COMFIT SURG GLOVES 7,1,1,1,50,0,0,0,0,0,0,0
PRD-03826,PD00003826,WINFER F TAB,1,1,1,30,0,0,0,0,0,0,0
PRD-03827,PD00003827,ATIVAN TABLET 1MG,1,1,1,100,0,0,0,0,0,0,0
PRD-03828,PD00003828,ATIVAN TABLET 2MG,1,1,1,100,0,0,0,0,0,0,0
PRD-03829,PD00003829,CALTRATE TABLET 600MG,1,1,1,60,0,0,0,0,0,0,0
PRD-03830,PD00003830,CENTRUM  (100S),1,1,1,1,0,0,0,0,0,0,0
PRD-03831,PD00003831,CENTRUM TABLET .,1,1,1,30,0,1530,1800,51,60,51,0
PRD-03832,PD00003832,CYCLOCORT CREAM 20GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03833,PD00003833,DAVENOL SYRUP COUGH LINCTUS 90ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03834,PD00003834,DIAMPA M 5/850 MG TABLET,1,1,1,14,0,280.5,330.14,20.036,23.58,20.036,0
PRD-03835,PD00003835,EFEXOR CAPSULE XR 150MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03836,PD00003836,EFEXOR CAPSULE XR 75MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03837,PD00003837,EFEXOR TABLET 37.5MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03838,PD00003838,ENBREL INJECTION PFS 50ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03839,PD00003839,ENTOX-P TABLET .,1,1,1,100,495,380.46,450,3.805,4.5,3.507984496,0
PRD-03840,PD00003840,INCREMIN SYRUP 120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03841,PD00003841,ISORDIL TABLET 10MG,1,1,1,100,0,0,0,0,0,0,0
PRD-03842,PD00003842,ISORDIL TABLET 5MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03843,PD00003843,LEDERPLEX SYRUP 120ML,1,1,1,1,4,154.7,182,154.7,182,154.7,0
PRD-03844,PD00003844,LEDERRIF SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03845,PD00003845,LEDERRIF TABLET 300MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03846,PD00003846,LEDERRIF TABLET 450MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03847,PD00003847,LEDERRIF TABLET 600MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03848,PD00003848,MUCAINE SYRUP 120ML,1,1,1,1,11,147.05,173,147.05,173,145.7136364,0
PRD-03849,PD00003849,MUCAINE TABLET .,1,1,1,50,0,0,0,0,0,0,0
PRD-03850,PD00003850,MYAMBUTOL INH TABLET .,1,1,1,100,0,0,0,0,0,0,0
PRD-03851,PD00003851,BOSTRONG TABLET 10MG 10'S,1,1,1,10,0,0,0,0,0,0,0
PRD-03852,PD00003852,CEFOSEL INJECTION 1GM I.M/I.V,1,1,1,1,0,0,0,0,0,0,0
PRD-03853,PD00003853,CEFOSEL INJECTION 250MG I.M/I.V,1,1,1,1,0,0,0,0,0,0,0
PRD-03854,PD00003854,CEFOSEL INJECTION 500MG I.M/I.V,1,1,1,1,0,0,0,0,0,0,0
PRD-03855,PD00003855,CEPHRONATE INJECTION 1.0GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03856,PD00003856,CEPHRONATE INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03857,PD00003857,CEPHRONATE INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-03858,PD00003858,CLOSTICIN CREAM 10GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03859,PD00003859,DISTILLED WATER FOR INJECTION INJECTION 5ML,1,1,1,100,0,0,0,0,0,0,0
PRD-03860,PD00003860,DOLNOT INJECTION 75MG,1,1,1,5,0,0,0,0,0,0,0
PRD-03861,PD00003861,DOLNOT TABLET 50MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03862,PD00003862,DOLNOT TABLET 75MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03863,PD00003863,FLOXOL TABLET 200MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03864,PD00003864,GESNOR INJECTION 0.3MG   1ML,1,1,1,5,0,0,0,0,0,0,0
PRD-03865,PD00003865,VONIZA 20MG TAB,1,1,1,28,0,1209.52,1422.96,43.197,50.82,43.197,0
PRD-03866,PD00003866,XENGLULIN 10/5MG TABLET,1,1,1,14,28,420.75,495.04,30.054,35.36,29.752,0
PRD-03867,PD00003867,LAXILOSE SYRUP 120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03868,PD00003868,MONTANA TABLET 10MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03869,PD00003869,MONTANA TABLET 5MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03870,PD00003870,FELAXICAM CAPSULE 20MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03871,PD00003871,LAMICTAL TABLET 50MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03872,PD00003872,LAMICTAL TABLET 5MG,1,1,1,30,0,0,0,0,0,0,0
PRD-03873,PD00003873,PIRITON EXPECTORAN SYRUP 120ML,1,1,1,1,0,83.35,98.06,83.35,98.06,83.35,0
PRD-03874,PD00003874,AMISUL INJECTION 500MG/ 2ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03875,PD00003875,AMISUL INJECTION 50MG/ 2ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03876,PD00003876,BUCANE 7.5MG SPINAL BLOCK,1,1,1,10,0,0,0,0,0,0,0
PRD-03877,PD00003877,BUCANE INJECTION 7.5MG/ 2ML,1,1,1,10,0,0,0,0,0,0,0
PRD-03878,PD00003878,EUROBION INJECTION 3ML,1,1,1,25,0,0,0,0,0,0,0
PRD-03879,PD00003879,EUROFENAC INJECTION 25MG/ 3ML,1,1,1,10,0,0,0,0,0,0,0
PRD-03880,PD00003880,EUROPAS INJECTION 40MG/ 3ML,1,1,1,10,0,0,0,0,0,0,0
PRD-03881,PD00003881,KKORT INJECTION 40MG/ ML,1,1,1,1,1,79.31,93.31,79.31,93.31,79.31,0
PRD-03882,PD00003882,CHEWING GUM TIMING,1,1,1,4,4,300,400,75,100,75,0
PRD-03883,PD00003883,MICORT CREAM 1% 7X5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03884,PD00003884,MUSLAX INJECTION 10MG/ 5ML,1,1,1,5,0,0,0,0,0,0,0
PRD-03885,PD00003885,MZOL INJECTION 0.5%W/V 100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03886,PD00003886,OPHTH  CIL EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03887,PD00003887,OPHTH CROM EYE DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03888,PD00003888,OPHTH DEX EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03889,PD00003889,OPHTH DICLOFEN EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03890,PD00003890,OPHTH DILATE EYE DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03891,PD00003891,OPHTH EYE DROP -S PRED 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03892,PD00003892,OPHTH EYE DROP ATROPINE 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03893,PD00003893,OPHTH EYE DROP CHLOR 15ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03894,PD00003894,OPHTH EYE DROP HYPERTONIC SALINE 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03895,PD00003895,OPHTH EYE DROP LUBRIC 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03896,PD00003896,OPHTH EYE DROP PRED 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03897,PD00003897,OPHTH EYE OINTMENT ATROPINE 3.5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03898,PD00003898,OPHTH FLOX EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03899,PD00003899,OPHTH FLUO-GEN EYE OINTMENT 4GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03900,PD00003900,OPHTH FLUOR EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03901,PD00003901,OPHTH LEVO EYE DROP 0.25% 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03902,PD00003902,OPHTH NEO-DEX EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03903,PD00003903,OPHTH HYPERTONIC SALINE,1,1,1,1,0,75.6,89,75.6,89,75.6,0
PRD-03904,PD00003904,OPHTH TOBRA EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03905,PD00003905,OPHTH TOBRA-D EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03906,PD00003906,OPHTH TOBRA-D EYE OINTMENT 3.5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03907,PD00003907,OPHTH VIT-A EYE OINTMENT 5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-03908,PD00003908,GEN M 80/480MG TABLET,1,1,1,6,0,498.89,588.94,83.148,98.16,83.148,0
PRD-03909,PD00003909,ADD JUST SYP,1,1,1,1,0,0,0,0,0,0,0
PRD-03910,PD00003910,EXECOL 20ML DROPS,1,1,1,1,0,0,0,0,0,0,0
PRD-03911,PD00003911,EXECOL 60ML SYP,1,1,1,1,0,0,0,0,0,0,0
PRD-03912,PD00003912,FOBAL TAB,1,1,1,30,0,459,540,15.3,18,15.3,0
PRD-03913,PD00003913,LACTOLIFE DROPS 20ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03914,PD00003914,MILACT DROPS 20ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03915,PD00003915,ORI COUGH SYP,1,1,1,1,0,0,0,0,0,0,0
PRD-03916,PD00003916,GLUSIMET 50/500MG TAB,1,1,1,28,0,761.6,896,27.2,32,27.2,0
PRD-03917,PD00003917,IXIM INJECTION 500MG IM\IV,1,1,1,1,0,0,0,0,0,0,0
PRD-03918,PD00003918,LANZOL CAPSULE 30MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03919,PD00003919,LEFLOTEC 250MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-03920,PD00003920,LEFLOTEC 500MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-03921,PD00003921,LONAC INJECTION 3ML,1,1,1,5,0,0,0,0,0,0,0
PRD-03922,PD00003922,LONAC TABLET 25mg,1,1,1,30,0,0,0,0,0,0,0
PRD-03923,PD00003923,LONAC TABLET 50MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03924,PD00003924,LONAC TABLET 75MG,1,1,1,20,0,0,0,0,0,0,0
PRD-03925,PD00003925,LOSARTEC TABLET .,1,1,1,20,0,0,0,0,0,0,0
PRD-03926,PD00003926,LOTIDE TABLET 10MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03927,PD00003927,LOTIDE TABLET 5MG,1,1,1,14,0,0,0,0,0,0,0
PRD-03928,PD00003928,MECOTEC 500MG INJ,1,1,1,10,0,0,0,0,0,0,0
PRD-03929,PD00003929,MECOTEC 500MG TABLETS,1,1,1,30,0,0,0,0,0,0,0
PRD-03930,PD00003930,MELTUS 120ML SYP,1,1,1,1,0,0,0,0,0,0,0
PRD-03931,PD00003931,MOMS GRIPE WATER LIQUID 120ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03932,PD00003932,MONTEC 10MG CHEWABLE TABLET,1,1,1,14,0,0,0,0,0,0,0
PRD-03933,PD00003933,MONTEC 5MG CHEWABLE TABLET,1,1,1,14,0,0,0,0,0,0,0
PRD-03934,PD00003934,MYROX TABLET 100MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03935,PD00003935,MYROX TABLET 150MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03936,PD00003936,MYROX TABLET 300MG,1,1,1,10,0,0,0,0,0,0,0
PRD-03937,PD00003937,NALACID SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-03938,PD00003938,NALACID TABLET 1,1,1,1,30,0,0,0,0,0,0,0
