product_code,name,pack_size,unit_purchase_price,unit_sale_price,pack_purchase_price,pack_sale_price,avg_price,margin,quantity,category,brand,supplier,barcode,narcotic,max_discount,formulation,description,rack
PRD-03181,"Montair 5mg Tab (ccl)",14,14.45,17,202.3,238,14.45,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003181,no,,,,
PRD-03182,"Mycole 150mg Cap",1,127.5,150,127.5,150,127.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003182,no,,,,
PRD-03183,"Mycole 200mg Cap",4,170,200,680,800,170,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003183,no,,,,
PRD-03184,"Mycole 50mg Cap",7,51,60,357,420,51,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003184,no,,,,
PRD-03185,"Myo Q+ Soft Gel Cap",20,23.8,28,476,560,23.8,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003185,no,,,,
PRD-03186,"Neo Klar 125mg Suspension",1,195.5,230,195.5,230,195.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003186,no,,,,
PRD-03187,"Neo Klar 250mg Tab",10,17.85,21,178.5,210,17.85,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003187,no,,,,
PRD-03188,"Neo Klar 500mg Tab",10,33.065,38.9,330.65,389,33.065,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003188,no,,,,
PRD-03189,"Noclot 75mg Tab 20,s",20,21.515,25.31,430.3,506.23,21.515,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003189,no,,,,
PRD-03190,"Noclot Ea 75mg Tab 10,s",10,23.011,27.07,230.11,270.72,23.011,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003190,no,,,,
PRD-03191,"Noclot Ld Tab",1,21.25,25,21.25,25,21.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003191,no,,,,
PRD-03192,"Normopress 25mg Tab",10,8.075,9.5,80.75,95,8.075,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003192,no,,,,
PRD-03193,"Normopress 50mg Tab",10,12.75,15,127.5,150,12.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003193,no,,,,
PRD-03194,"Normozide Tab",10,13.175,15.5,131.75,155,13.175,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003194,no,,,,
PRD-03195,"Nyton Softgel Cap",30,8.075,9.5,242.25,285,8.075,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003195,no,,,,
PRD-03196,"Once A Day Ax Tab",30,8.5,10,255,300,8.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003196,no,,,,
PRD-03197,"Once A Day Bones & Joinnts Tab",20,19.125,22.5,382.5,450,19.125,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003197,no,,,,
PRD-03198,"Once A Day Calstrong Tab",30,12.75,15,382.5,450,12.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003198,no,,,,
PRD-03199,"Once A Day Maximum",30,7.083333333,8.33,212.5,250,7.083333333,14.97,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003199,no,,,,
PRD-03200,"Once A Day Men Tab 20,s",20,40.375,47.5,807.5,950,40.375,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003200,no,,,,
PRD-03201,"Once A Day Women Tab 20,s",20,38.25,45,765,900,38.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003201,no,,,,
PRD-03202,"Orinase 1mg Tab 20,s",20,6.375,7.5,127.5,150,6.375,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003202,no,,,,
PRD-03203,"Orinase 2mg Tab 20,s",20,13.2535,15.59,265.07,311.85,13.2535,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003203,no,,,,
PRD-03204,"Orinase 3mg Tab 20,s",20,9.69,11.4,193.8,228,9.69,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003204,no,,,,
PRD-03205,"Orinase 4mg Tab 20,s",20,29.7405,34.99,594.81,699.78,29.7405,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003205,no,,,,
PRD-03206,"Orinase Met 1.0mg Tab 30,s",30,8.925,10.5,267.75,315,8.925,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003206,no,,,,
PRD-03207,"Orinase Met 2.0mg Tab 30,s",30,13.41733333,15.79,402.52,473.55,13.41733333,15.03,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003207,no,,,,
PRD-03208,"Orlovit 120mg Cap",30,36.55,43,1096.5,1290,36.55,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003208,no,,,,
PRD-03209,"Osteorise 35mg Tab(ccl)",4,148.75,175,595,700,148.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003209,no,,,,
PRD-03210,"Osteorise 5mg Tab(ccl)",10,21.25,25,212.5,250,21.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003210,no,,,,
PRD-03211,"Osteotec 50mg Tab",20,9.915,11.67,198.3,233.33,9.915,15.04,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003211,no,,,,
PRD-03212,"Osteotec 75mg Tab",20,11.645,13.7,232.9,274,11.645,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003212,no,,,,
PRD-03213,"Paraxyl 20mg Tablat 10,s",10,45.897,54,458.97,540,45.897,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003213,no,,,,
PRD-03214,"Paraxyl Cr 12.5mg Tab 30,s",30,28.47066667,33.5,854.12,1004.85,28.47066667,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003214,no,,,,
PRD-03215,"Paraxyl Cr 25mg Tab 30,s",30,41.23366667,48.51,1237.01,1455.3,41.23366667,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003215,no,,,,
PRD-03216,"Paraxyl Cr 37.5mg Tab 10,s",10,46.142,54.29,461.42,542.85,46.142,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003216,no,,,,
PRD-03217,"Penral 100mg Cap",10,4.241,4.95,42.41,49.49,4.241,14.32,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003217,no,,,,
PRD-03218,"Penral 300mg Cap",10,12.665,14.9,126.65,149,12.665,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003218,no,,,,
PRD-03219,"Penral 400mg Cap",10,10.2,14.9,102,149,10.2,31.54,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003219,no,,,,
PRD-03220,"Piomet 15/500mg Tab 14,s",14,7.902857143,9.3,110.64,130.17,7.902857143,15.02,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003220,no,,,,
PRD-03221,"Piomet 15/850mg Tab 14,s",14,6.982142857,8.21,97.75,115,6.982142857,14.96,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003221,no,,,,
PRD-03222,"Pit Stat 1mg Tab(ccl)",10,10.115,11.9,101.15,119,10.115,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003222,no,,,,
PRD-03223,"Pit Stat 2mg Tab(ccl)",10,16.575,19.5,165.75,195,16.575,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003223,no,,,,
PRD-03224,"Pit Stat 4mg Tab(ccl)",10,20.825,24.5,208.25,245,20.825,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003224,no,,,,
PRD-03225,"Proloc 20mg Cap",14,10.74642857,12.64,150.45,177,10.74642857,14.98,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003225,no,,,,
PRD-03226,"Prostatin 10mg Tablets",10,14.875,17.5,148.75,175,14.875,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003226,no,,,,
PRD-03227,"Prostatin 20mg Tablets",10,25.5,30,255,300,25.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003227,no,,,,
PRD-03228,"Prostatin 40mg Tab",10,38.25,45,382.5,450,38.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003228,no,,,,
PRD-03229,"Pulmonat Syp 120ml",1,191.25,225,191.25,225,191.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003229,no,,,,
PRD-03230,"Pulmonol 120ml Syp",1,106.94,125.85,106.94,125.85,106.94,15.03,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003230,no,,,,
PRD-03231,"Pulmonol Candy",100,3.6486,5,364.86,500,3.6486,27.03,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003231,no,,,,
PRD-03232,"Pulmonol Lozenges (honey&lemon)",120,10.1055,13,1212.66,1560,10.1055,22.27,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003232,no,,,,
PRD-03233,"Qutyl 100mg Tab 10,s",10,22.95,27,229.5,270,22.95,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003233,no,,,,
PRD-03234,"Qutyl 200mg Tab 10,s",10,32.3,38,323,380,32.3,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003234,no,,,,
PRD-03235,"Qutyl 25mg Tab 10,s",10,11.135,13.1,111.35,131,11.135,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003235,no,,,,
PRD-03236,"Relofin 60mg Tab",14,12.14285714,14.29,170,200,12.14285714,15.03,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003236,no,,,,
PRD-03237,"Rifedot-4 Tab",80,4.0125,4.73,321,378,4.0125,15.17,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003237,no,,,,
PRD-03238,"Saglip 2.5mg Tab",10,25.16,29.6,251.6,296,25.16,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003238,no,,,,
PRD-03239,"Sibutril 10mg Cap",14,21.25,25,297.5,350,21.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003239,no,,,,
PRD-03240,"Sibutril 15mg Cap",14,30.35714286,35.71,425,500,30.35714286,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003240,no,,,,
PRD-03241,"Sita 100mg Tab 14,s",14,46.28285714,54.45,647.96,762.3,46.28285714,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003241,no,,,,
PRD-03242,"Sita 50mg Tab 14,s",14,32.78357143,38.57,458.97,539.96,32.78357143,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003242,no,,,,
PRD-03243,"Sita Met 50/1000mg Tab 14,s",14,35.86928571,42.2,502.17,590.79,35.86928571,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003243,no,,,,
PRD-03244,"Sita Met 50/500mg Tab 14,s",14,34.86928571,41.02,488.17,574.32,34.86928571,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003244,no,,,,
PRD-03245,"Sita Met 50/850mg Tab 14,s",14,35.48357143,41.75,496.77,584.44,35.48357143,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003245,no,,,,
PRD-03246,"Sita Met Xr 100/1000mg (14,s)",14,41.24714286,48.53,577.46,679.37,41.24714286,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003246,no,,,,
PRD-03247,"Sita Met Xr 50/1000mg (14,s)",14,44.08714286,51.91,617.22,726.78,44.08714286,15.07,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003247,no,,,,
PRD-03248,"Sita Met Xr 50/500mg (14,s)",14,36.325,42.74,508.55,598.29,36.325,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003248,no,,,,
PRD-03249,"Snare 1g I.v Inj",1,155.8,183.3,155.8,183.3,155.8,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003249,no,,,,
PRD-03250,"Snare 250mg Inj",1,47.94,56.4,47.94,56.4,47.94,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003250,no,,,,
PRD-03251,"Snare 500mg Inj",1,97.75,115,97.75,115,97.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003251,no,,,,
PRD-03252,"Sucrofer 120ml Syp",1,153,180,153,180,153,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003252,no,,,,
PRD-03253,"Sucrofer 60ml Syp",1,80.75,95,80.75,95,80.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003253,no,,,,
PRD-03254,"Sucrofer F 60ml Syp",1,82.45,97,82.45,97,82.45,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003254,no,,,,
PRD-03255,"Sucrofer F Tab",14,9.714285714,11.43,136,160,9.714285714,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003255,no,,,,
PRD-03256,"Sucrofer Inj",5,212.5,250,1062.5,1250,212.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003256,no,,,,
PRD-03257,"Sucrofer T Tab",14,9.107142857,10.71,127.5,150,9.107142857,14.97,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003257,no,,,,
PRD-03258,"Tacavir 0.5mg Tab",30,45,60,1350,1800,45,25,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003258,no,,,,
PRD-03259,"Tacgraf 0.5mg Cap",30,23.46,27.6,703.8,828,23.46,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003259,no,,,,
PRD-03260,"Tacgraf 1mg  Cap",30,39.1,46,1173,1380,39.1,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003260,no,,,,
PRD-03261,"Talam 5/40mg Tab 14,s",14,14.99642857,17.64,209.95,247,14.99642857,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003261,no,,,,
PRD-03262,"Talam 5/80mg Tab 14,s",14,32.25785714,37.95,451.61,531.3,32.25785714,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003262,no,,,,
PRD-03263,"Terbi Tab 125 Mg",10,26.605,32,266.05,320,26.605,16.86,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003263,no,,,,
PRD-03264,"Torate 25mg Tab(ccl)",30,14.025,16.5,420.75,495,14.025,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003264,no,,,,
PRD-03265,"Torate 50mg Tab(ccl)",30,21.10833333,24.83,633.25,745,21.10833333,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003265,no,,,,
PRD-03266,"Toride 50mg Tab",10,9.503,11.18,95.03,111.8,9.503,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003266,no,,,,
PRD-03267,"Triptor 250mg Cap",10,20.952,24.65,209.52,246.5,20.952,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003267,no,,,,
PRD-03268,"Triptor 500mg Cap",10,34.425,40.5,344.25,405,34.425,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003268,no,,,,
PRD-03269,"Ulcet 200mg Tab",20,1.369,1.72,27.38,34.38,1.369,20.41,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003269,no,,,,
PRD-03270,"Ulcet 400mg Tab (100's)",100,1.75,2.96,175,295.85,1.75,40.88,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003270,no,,,,
PRD-03271,"Unicillin 125mg 60ml Susp",1,19.56,19.51,19.56,19.51,19.56,-0.26,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003271,no,,,,
PRD-03272,"Unicillin 250mg Cap",100,1.698,2,169.8,199.8,1.698,15.1,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003272,no,,,,
PRD-03273,"Unicillin Drops 10ml",1,12.86,15.11,12.86,15.11,12.86,14.89,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003273,no,,,,
PRD-03274,"Unicillin Ds 50mg Cap",100,3.327,3.91,332.7,391.43,3.327,14.91,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003274,no,,,,
PRD-03275,"Valam 10/160mg Tab (14,s)",14,39.43214286,46.39,552.05,649.5,39.43214286,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003275,no,,,,
PRD-03276,"Valam 5/160mg Tab 14,s",14,33.60571429,39.54,470.48,553.5,33.60571429,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003276,no,,,,
PRD-03277,"Valam 5/80mg Tab 14,s",14,24.91142857,29.31,348.76,410.3,24.91142857,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003277,no,,,,
PRD-03278,"Valam H 10/160/12.5mg (28,s)",28,11.29071429,13.28,316.14,371.93,11.29071429,14.98,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003278,no,,,,
PRD-03279,"Valam H 10/160/25mg (28,s)",28,11.41428571,13.43,319.6,376,11.41428571,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003279,no,,,,
PRD-03280,"Valam H 5/160/12.5mg (28,s)",28,10.4125,12.25,291.55,343,10.4125,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003280,no,,,,
PRD-03281,"Valam H 5/160/25mg (28,s)",28,10.66357143,12.55,298.58,351.27,10.66357143,15.03,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003281,no,,,,
PRD-03282,"Valstar 160mg Tab",14,18.82142857,22.14,263.5,310,18.82142857,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003282,no,,,,
PRD-03283,"Valstar 80mg Tab",14,12.75,15,178.5,210,12.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003283,no,,,,
PRD-03284,"Vezitic 10mg Tab 10,s",10,68,80,680,800,68,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003284,no,,,,
PRD-03285,"Vezitic 5mg Tab 10,s",10,40.8,48,408,480,40.8,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003285,no,,,,
PRD-03286,"Virata 90mg Tab (20,s)",20,80.749,95,1614.98,1899.98,80.749,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003286,no,,,,
PRD-03287,"Vitaliv Tab (30,s)",30,25.5,30,765,900,25.5,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003287,no,,,,
PRD-03288,"Vitaxon 500g Inj",10,29.75,35,297.5,350,29.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003288,no,,,,
PRD-03289,"Vitaxon Tab",30,5.78,6.8,173.4,204,5.78,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003289,no,,,,
PRD-03290,"Xiga 10mg Tab 14,s",14,31.86285714,37.49,446.08,524.8,31.86285714,15.01,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003290,no,,,,
PRD-03291,"Xiga 5mg Tab 14,s",14,21.45785714,25.25,300.41,353.43,21.45785714,15.02,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003291,no,,,,
PRD-03292,"Xiga Met 5/850 Tab (14,s)",14,19.55,23,273.7,322,19.55,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003292,no,,,,
PRD-03293,"Xiga Met Xr 10/1000 Tab (14,s)",14,35.59714286,41.88,498.36,586.3,35.59714286,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003293,no,,,,
PRD-03294,"Xiga Met Xr 5/1000 Tab (14,s)",14,27.85785714,32.77,390.01,458.84,27.85785714,14.99,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003294,no,,,,
PRD-03295,"Xiga Met Xr 5/500 Tab (14,s)",14,26.42785714,31.09,369.99,435.28,26.42785714,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003295,no,,,,
PRD-03296,"Xylizine 5mg Tab",10,4.675,5.5,46.75,55,4.675,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003296,no,,,,
PRD-03297,"Ytig Mi Sachet 30,s",1,4080,4800,4080,4800,4080,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003297,no,,,,
PRD-03298,"Zepra 60mg Cap",14,29.75,35,416.5,490,29.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003298,no,,,,
PRD-03299,"Zerup 20mg 60ml Syp",1,51,60,51,60,51,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003299,no,,,,
PRD-03300,"Zipra 40mg Cap(ziprasidone)",14,21.25,25,297.5,350,21.25,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003300,no,,,,
PRD-03301,"Zipra 60mg Cap",14,29.75,35,416.5,490,29.75,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003301,no,,,,
PRD-03302,"Zotonix 40mg Tab (20,s)",20,31.0255,36.5,620.51,730.01,31.0255,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003302,no,,,,
PRD-03303,"Zovirin 200mg Tab(ccl)",10,20.91,24.6,209.1,246,20.91,15,0,Medicines,"CCL PHARMACEUTICALS PVT LTD.","SAMEEL PHARMACEUTICALS PVT LTD",PD00003303,no,,,,
