id,product_code,name,brand_id,unit_sale_price,category_id,supplier_id,pack_purchase_price,pack_sale_price,pack_size,unit_purchase_price,narcotics,barcode
3727,PRD-03727,"Klimax (extacy Plus) 2,s",161,160,1,37,105.13,160,1,105.13,0,PD00003727
3728,PRD-03728,"Klimax (purple X) 3,s",161,160,1,37,106.08,160,1,106.08,0,PD00003728
3729,PRD-03729,"Klimax (sensual) 3,s",161,160,1,37,107.67,160,1,107.67,0,PD00003729
3730,PRD-03730,"Klimax Condom Flavoured 3,s",161,80,1,37,48.33,80,1,48.33,0,PD00003730
3731,PRD-03731,Ky Jelly 100ml,161,600,1,1,400,600,1,400,0,PD00003731
3732,PRD-03732,Lens Solution (comfort) 120ml,161,360,1,2,220,360,1,220,0,PD00003732
3733,PRD-03733,Lip Balm (de'lesh),161,200,1,2,135,200,1,135,0,PD00003733
3734,PRD-03734,Menthol Crystal,161,150,1,2,85,150,1,85,0,PD00003734
3735,PRD-03735,Moov Spray (150ml),161,950,1,2,650,950,1,650,0,PD00003735
3736,PRD-03736,Neem Hair Oil,161,300,1,32,220,300,1,220,0,PD00003736
3737,PRD-03737,"Ok Delay Condom 3,s",161,100,1,15,64,100,1,64,0,PD00003737
3738,PRD-03738,Paper Mint Strips (all Flavor),161,80,1,1,2460,3200,40,61.5,0,PD00003738
3739,PRD-03739,"Pimple Patch Saniderm (24,s)",161,250,1,10,194.08,250,1,194.08,0,PD00003739
3740,PRD-03740,Pt Cassette (fast Sign),161,250,1,12,171.43,250,1,171.43,0,PD00003740
3741,PRD-03741,Pt Strips (fast Sign),161,70,1,2,525,1750,25,21,0,PD00003741
3742,PRD-03742,Pt Strips (lifecare),161,50,1,2,650,2500,50,13,0,PD00003742
3743,PRD-03743,"Pulse Condom (3,s)",161,400,1,36,280.59,400,1,280.59,0,PD00003743
3744,PRD-03744,"Relax Condom 3,s",161,250,1,38,117.16,250,1,117.16,0,PD00003744
3745,PRD-03745,Sudo Cream 125gm,161,750,1,1,500,750,1,500,0,PD00003745
3746,PRD-03746,"Super 7 Dotted Comdom 3,s",161,100,1,22,70,100,1,70,0,PD00003746
3747,PRD-03747,Vicks Throat Drops (lemon),161,80,1,2,60,80,1,60,0,PD00003747
3748,PRD-03748,"Acabel 4mg Tab 10,s",162,20.9,1,22,177,209,10,17.7,0,PD00003748
3749,PRD-03749,Acabel 8mg Im/iv Inj,162,50,1,22,42.5,50,1,42.5,0,PD00003749
3750,PRD-03750,"Acabel 8mg Tab 10,s",162,23,1,22,195.5,230,10,19.55,0,PD00003750
3751,PRD-03751,"Contour 20mg Cap 14,s",162,11.07,1,22,131.75,155,14,9.410714286,0,PD00003751
3752,PRD-03752,"Contour 40mg Cap 14,s",162,23.21,1,22,276.25,325,14,19.73214286,0,PD00003752
3753,PRD-03753,"Desora  5mg Tab 10,s",162,26,1,22,221,260,10,22.1,0,PD00003753
3754,PRD-03754,Desora Syp 60ml,162,150,1,22,127.5,150,1,127.5,0,PD00003754
3755,PRD-03755,Diatazox 500mg Tab,162,15.95,1,22,271.15,319,20,13.5575,0,PD00003755
3756,PRD-03756,Diatazox 60ml Susp,162,41,1,22,34.85,41,1,34.85,0,PD00003756
3757,PRD-03757,Dikacine 10mg Amp,162,80.04,1,22,216.11,240.12,3,72.03666667,0,PD00003757
3758,PRD-03758,Dikacine 25mg Amp,162,107.11,1,22,289.21,321.34,3,96.40333333,0,PD00003758
3759,PRD-03759,Dikacine 75mg Amp,162,199.42,1,22,545,598.27,3,181.6666667,0,PD00003759
3760,PRD-03760,Droxaryl 5g Cream,162,66.62,1,22,56.63,66.62,1,56.63,0,PD00003760
3761,PRD-03761,Droxaryl Cream 20g,162,199.88,1,22,169.9,199.88,1,169.9,0,PD00003761
3762,PRD-03762,Ferricure 120ml Syp,162,210,1,22,178.5,210,1,178.5,0,PD00003762
3763,PRD-03763,Ferricure 150mg Cap,162,12.5,1,22,318.75,375,30,10.625,0,PD00003763
3764,PRD-03764,Ferricure 30ml Drop,162,80,1,22,68,80,1,68,0,PD00003764
3765,PRD-03765,Ferricure 60ml Syp,162,95,1,22,80.75,95,1,80.75,0,PD00003765
3766,PRD-03766,Flogocid 15gm Cream,162,287.5,1,22,244.38,287.5,1,244.38,0,PD00003766
3767,PRD-03767,Flogocid 15gm Ointment,162,287.5,1,22,244.38,287.5,1,244.38,0,PD00003767
3768,PRD-03768,Flogocid 5g Cream,162,107.08,1,22,91.02,107.08,1,91.02,0,PD00003768
3769,PRD-03769,Flogocid 5g Ointment,162,107,1,22,91.02,107,1,91.02,0,PD00003769
3770,PRD-03770,Folgocid Oint 5g,162,102.96,1,22,92.66,102.96,1,92.66,0,PD00003770
3771,PRD-03771,Ipase 5ml Inj,162,200,1,22,850,1000,5,170,0,PD00003771
3772,PRD-03772,Kanacillin Forte Inj,162,183,1,22,155.55,183,1,155.55,0,PD00003772
3773,PRD-03773,Kanacillin Plain Inj,162,120,1,22,102,120,1,102,0,PD00003773
3774,PRD-03774,Kanacyn 0.5g Inj,162,115,1,22,97.75,115,1,97.75,0,PD00003774
3775,PRD-03775,Kanacyn 1g Inj,162,149.5,1,22,127.1,149.5,1,127.1,0,PD00003775
3776,PRD-03776,Kovex 100mg Inj,162,62.97,1,22,53.52,62.97,1,53.52,0,PD00003776
3777,PRD-03777,Kovex 250mg Inj,162,97,1,22,82.44,97,1,82.44,0,PD00003777
3778,PRD-03778,Kovex 500mg Inj,162,194,1,22,164.9,194,1,164.9,0,PD00003778
3779,PRD-03779,Lecox 100mg Capsules,162,6,1,22,102,120,20,5.1,0,PD00003779
3780,PRD-03780,Lecox 200mg Capsules,162,9,1,22,153,180,20,7.65,0,PD00003780
3781,PRD-03781,Lute Im/iv 1.5g Inj,162,180,1,22,153,180,1,153,0,PD00003781
3782,PRD-03782,Magnett 200mg Tab,162,25,1,22,212.5,250,10,21.25,0,PD00003782
3783,PRD-03783,Magnett 400mg Cap,162,65,1,22,276.25,325,5,55.25,0,PD00003783
3784,PRD-03784,Magnett Ds Syp,162,240,1,22,204,240,1,204,0,PD00003784
3785,PRD-03785,Magnett Syp,162,145,1,22,123.25,145,1,123.25,0,PD00003785
3786,PRD-03786,Maparix 500mg Iv Inj,162,350,1,22,297.5,350,1,297.5,0,PD00003786
3787,PRD-03787,Merocon 1g I.v Inj,162,1600,1,22,1360,1600,1,1360,0,PD00003787
3788,PRD-03788,"Nezkil 400mg Tab 10,s",162,99.5,1,22,845.75,995,10,84.575,0,PD00003788
3789,PRD-03789,"Nezkil 600mg Tab 10,s",162,155,1,22,1317.5,1550,10,131.75,0,PD00003789
3790,PRD-03790,Ofis 125mg Syp,162,69,1,22,58.65,69,1,58.65,0,PD00003790
3791,PRD-03791,Ofis 250mg Syp,162,139,1,22,118.15,139,1,118.15,0,PD00003791
3792,PRD-03792,Ofis 500mg Cap,162,10,1,22,102,120,12,8.5,0,PD00003792
3793,PRD-03793,Ofylin 400mg Tab,162,15.8,1,22,134.3,158,10,13.43,0,PD00003793
3794,PRD-03794,Ofylin 60ml Syp,162,74,1,22,62.09,74,1,62.09,0,PD00003794
3795,PRD-03795,Ordain Syp 5mg,162,79,1,22,67.15,79,1,67.15,0,PD00003795
3796,PRD-03796,Ordain Tab 150mg,162,6.5,1,22,165.75,195,30,5.525,0,PD00003796
3797,PRD-03797,Sim Stat 10mg Tab,162,13.9,1,22,118.15,139,10,11.815,0,PD00003797
3798,PRD-03798,"Taxidol Tab 30,s",162,10,1,22,255,300,30,8.5,0,PD00003798
3799,PRD-03799,Telkot 10mg Tab,162,4,1,22,34,40,10,3.4,0,PD00003799
3800,PRD-03800,Telkot 60ml Syp,162,35,1,22,29.75,35,1,29.75,0,PD00003800
3801,PRD-03801,Vioneurin Forte 3ml Inj,162,7.92,1,22,168.3,198,25,6.732,0,PD00003801
3802,PRD-03802,Viophos B 240ml Syp,162,180,1,22,153,180,1,153,0,PD00003802
3803,PRD-03803,Clips Convatec,163,31,1,1,27.43,31,1,27.43,0,PD00003803
3804,PRD-03804,Convacare Lotion,163,180,1,1,162,180,1,162,0,PD00003804
3805,PRD-03805,Convacare Skin Cream,163,180,1,1,162,180,1,162,0,PD00003805
3806,PRD-03806,"Crepe Bandge 2"" (convatec)",163,52.27,1,1,27.23,52.27,1,27.23,0,PD00003806
3807,PRD-03807,"Crepe Bandge 4"" (convatec)",163,138.3,1,1,117.72,138.3,1,117.72,0,PD00003807
3808,PRD-03808,"Crepe Bandge 6"" (convatc)",163,196.02,1,1,151.8,196.02,1,151.8,0,PD00003808
3809,PRD-03809,Duoderm 4*4,163,250.4,1,1,1127,1252,5,225.4,0,PD00003809
3810,PRD-03810,Duoderm 8*8,163,893.33,1,1,2412,2680,3,804,0,PD00003810
3811,PRD-03811,Duoderm Cgf 4*4,163,250.4,1,1,1127,1252,5,225.4,0,PD00003811
3812,PRD-03812,Duoderm Cgf 6*6,163,582.6,1,1,2621.25,2913,5,524.25,0,PD00003812
3813,PRD-03813,Duoderm Cgf 8*8,163,856.8,1,1,3855,4284,5,771,0,PD00003813
3814,PRD-03814,Duoderm Extra Thin 2*4,163,157.91,1,1,2817.24,3158.1,20,140.862,0,PD00003814
3815,PRD-03815,Duoderm Extra Thin 4*8,163,0,1,1,0,0,1,0,0,PD00003815
3816,PRD-03816,Duoderm Extra Thin 6*6,163,275.52,1,1,2389.7,2755.17,10,238.97,0,PD00003816
3817,PRD-03817,Duoderm Extrathin 2*8,163,227.7,1,1,2070,2277,10,207,0,PD00003817
3818,PRD-03818,Duoderm Extrathin 4*4,163,142.31,1,1,1293.75,1423.13,10,129.375,0,PD00003818
3819,PRD-03819,Duoderm Gel 15gm,163,330.17,1,1,310.84,330.17,1,310.84,0,PD00003819
3820,PRD-03820,Flexi Trak Large,163,87.12,1,1,78.41,87.12,1,78.41,0,PD00003820
3821,PRD-03821,Kaltostat Dressing 10cm*20cm,163,498.2,1,1,4483,4982,10,448.3,0,PD00003821
3822,PRD-03822,Kaltostat Dressing 15cm*25cm,163,740.03,1,1,5836.05,7400.25,10,583.605,0,PD00003822
3823,PRD-03823,Kaltostat Dressing 5cm*5cm,163,142.31,1,1,1113.75,1423.13,10,111.375,0,PD00003823
3824,PRD-03824,Kaltostat Dressing 7.5cm*12cm,163,291.3,1,1,2621.25,2913,10,262.125,0,PD00003824
3825,PRD-03825,Kaltostat Fortex 10cm*10cm,163,466.79,1,1,0,4667.85,10,0,0,PD00003825
3826,PRD-03826,Little Ones 32mm,163,212.36,1,1,49.01,212.36,1,49.01,0,PD00003826
3827,PRD-03827,Little Ones Custom Pouch,163,212.36,1,1,191.12,212.36,1,191.12,0,PD00003827
3828,PRD-03828,Little Ones Ostomy Appli Belt,163,204.93,1,1,0,204.93,1,0,0,PD00003828
3829,PRD-03829,Little Ones Sur Fit System,163,0,1,1,215.62,0,1,215.62,0,PD00003829
3830,PRD-03830,Pouch Plus Convate 57mm 202292,163,154.7,1,1,1374.25,1547,10,137.425,0,PD00003830
3831,PRD-03831,Pouch Plusconvatc 70mm 402535,163,154.7,1,1,1374.25,1547,10,137.425,0,PD00003831
3832,PRD-03832,Pouche Convatec 100mm 201251,163,173.6,1,1,1562.27,1736,10,156.227,0,PD00003832
3833,PRD-03833,Pouche Convatec 45mm 201051,163,154.7,1,1,1374.25,1547,10,137.425,0,PD00003833
3834,PRD-03834,Pouche Convatec 70mm 201201,163,154.7,1,1,1374.25,1547,10,137.425,0,PD00003834
3835,PRD-03835,Pouche Covatec 38mm 201191,163,154.7,1,1,1185.92,1547,10,118.592,0,PD00003835
3836,PRD-03836,Pouche Surgicare System 2 57mm,163,153,1,1,1374.25,1530,10,137.425,0,PD00003836
3837,PRD-03837,Pouches Convatec 57mm 201061,163,154.7,1,1,1363.82,1547,10,136.382,0,PD00003837
3838,PRD-03838,Silicon 2way N14 Convatec,163,548,1,1,493,548,1,493,0,PD00003838
3839,PRD-03839,Silicon 2way N18 Convatec,163,450,1,1,180,450,1,180,0,PD00003839
3840,PRD-03840,Silicon 2way N20 Convatec,163,548,1,1,493,548,1,493,0,PD00003840
3841,PRD-03841,Silicon 2way N22 Convatec,163,548,1,1,493,548,1,493,0,PD00003841
3842,PRD-03842,Silicon 2way N24 Convatec,163,548,1,1,493,548,1,493,0,PD00003842
3843,PRD-03843,Silicon 2way N26 Convatec,163,548,1,1,493,548,1,493,0,PD00003843
3844,PRD-03844,Silicon 2way N6 Convatec,163,548,1,1,493,548,1,493,0,PD00003844
3845,PRD-03845,Silicon 2way N8 Convatec,163,548,1,1,493,548,1,493,0,PD00003845
3846,PRD-03846,Silicon 3way 18fr Convatec,163,588.06,1,1,517.5,588.06,1,517.5,0,PD00003846
3847,PRD-03847,Silicon 3way 20fr Convatec,163,588.06,1,1,517.5,588.06,1,517.5,0,PD00003847
3848,PRD-03848,Silicon 3way 22fr Convatec,163,588.06,1,1,517.5,588.06,1,517.5,0,PD00003848
3849,PRD-03849,Silicon 3way 24fr Convatec,163,588.06,1,1,524.25,588.06,1,524.25,0,PD00003849
3850,PRD-03850,Stomahesive Paste,163,583,1,1,517.5,583,1,517.5,0,PD00003850
3851,PRD-03851,Stomhesive Powder 201141,163,606,1,1,468,606,1,468,0,PD00003851
3852,PRD-03852,Sur Fit Plus Bag,163,205.92,1,1,1869.12,2059.2,10,186.912,0,PD00003852
3853,PRD-03853,Sur Fit Plus Ring,163,432.12,1,1,1977.78,2160.6,5,395.556,0,PD00003853
3854,PRD-03854,Surfit Drainable Pouches 100mm,163,148.01,1,1,935.55,1480.05,10,93.555,0,PD00003854
3855,PRD-03855,Surfit Drainable Pouches 38mm,163,220.7,1,1,1964,2207,10,196.4,0,PD00003855
3856,PRD-03856,Surfit Drainable Pouches 45mm,163,220.7,1,1,1964,2207,10,196.4,0,PD00003856
3857,PRD-03857,Surfit Drainable Pouches 57mm(m&p),163,432.12,1,1,1978,2160.6,5,395.6,0,PD00003857
3858,PRD-03858,Surfit Drainable Pouches 70mm,163,220.7,1,1,1964,2207,10,196.4,0,PD00003858
3859,PRD-03859,Surfit Flexible Wafer 38mm,163,441.4,1,1,1964,2207,5,392.8,0,PD00003859
3860,PRD-03860,Surfit Flexible Wafer 45mm,163,441.4,1,1,1964,2207,5,392.8,0,PD00003860
3861,PRD-03861,Surfit Flexible Wafer 57mm,163,463.4,1,1,2062,2317,5,412.4,0,PD00003861
3862,PRD-03862,Surfit Flexible Wafer 70mm,163,441.4,1,1,1964,2207,5,392.8,0,PD00003862
3863,PRD-03863,Surgicare System 2 Belt,163,478,1,1,401.84,478,1,401.84,0,PD00003863
3864,PRD-03864,Unidress Drainable Pouch,163,103.95,1,1,940.5,1039.5,10,94.05,0,PD00003864
3865,PRD-03865,Urine Drainge Bag Simpla S/4,163,118.8,1,1,101.63,118.8,1,101.63,0,PD00003865
3866,PRD-03866,Wafer Active Life 25mm,163,209.48,1,1,0,2094.84,10,0,0,PD00003866
3867,PRD-03867,Wafer Active Life 32mm,163,209.48,1,1,0,2094.84,10,0,0,PD00003867
3868,PRD-03868,Wafer Active Life 38mm,163,209.48,1,1,0,2094.84,10,0,0,PD00003868
3869,PRD-03869,Wafer Active Life 45mm,163,209.48,1,1,1806.75,2094.84,10,180.675,0,PD00003869
3870,PRD-03870,Wafer Custom Cut,163,204.93,1,1,0,2049.3,10,0,0,PD00003870
3871,PRD-03871,Wafer Durahesive 38mm,163,341.55,1,1,1536.48,1707.75,5,307.296,0,PD00003871
3872,PRD-03872,Wafer Durahesive 45mm,163,341.55,1,1,1536.48,1707.75,5,307.296,0,PD00003872
3873,PRD-03873,Wafer Durahesive 57mm,163,341.55,1,1,1536.48,1707.75,5,307.296,0,PD00003873
3874,PRD-03874,Wafer Durahesive 70mm,163,341.55,1,1,1536.48,1707.75,5,307.296,0,PD00003874
3875,PRD-03875,Wafer Stom 70mm Plus 400949,163,287,1,1,1221.3,1435,5,244.26,0,PD00003875
3876,PRD-03876,Wafer Stomah 57mm Plus 125145,163,287,1,1,1221.3,1435,5,244.26,0,PD00003876
3877,PRD-03877,Wafer Stomahes 100mm 201181,163,373,1,1,1656,1865,5,331.2,0,PD00003877
3878,PRD-03878,Wafer Stomahesive 38mm 201161,163,275,1,1,1221.3,1375,5,244.26,0,PD00003878
3879,PRD-03879,Wafer Stomahesive 45mm 201031,163,275,1,1,1221.3,1375,5,244.26,0,PD00003879
3880,PRD-03880,Wafer Stomshesive 57mm 201041,163,275,1,1,1138.5,1375,5,227.7,0,PD00003880
3881,PRD-03881,Wafer Stomshesive 70mm 201171,163,275,1,1,1221.3,1375,5,244.26,0,PD00003881
3882,PRD-03882,Wafer Sur Fit Pouch 45mm,163,130.68,1,1,0,130.68,1,0,0,PD00003882
3883,PRD-03883,Wafer Sur Fit Pouch 57mm,163,237.4,1,1,0,237.4,1,0,0,PD00003883
3884,PRD-03884,Wafer Surfit Flexible 38mm,163,297.8,1,1,1340,1489,5,268,0,PD00003884
3885,PRD-03885,Wafer Surfit Flexible 45mm,163,297.8,1,1,1340,1489,5,268,0,PD00003885
3886,PRD-03886,Wafer Surfit Flexible 57mm,163,297.8,1,1,1340,1489,5,268,0,PD00003886
3887,PRD-03887,Wafer Surfit Flexible 70mm,163,297.8,1,1,1340,1489,5,268,0,PD00003887
3888,PRD-03888,Wafer Unidress Pouch,163,0,1,1,0,0,1,0,0,PD00003888
3889,PRD-03889,Conspan 30ml Syp,164,145,1,1,123.25,145,1,123.25,0,PD00003889
3890,PRD-03890,Conspan 400mg Cap,164,59,1,1,250.75,295,5,50.15,0,PD00003890
3891,PRD-03891,Conspan 60ml Syp,164,250,1,1,212.5,250,1,212.5,0,PD00003891
3892,PRD-03892,Contrast Media Set,165,200,1,1,130,200,1,130,0,PD00003892
3893,PRD-03893,High Flow Cath 6fr Jr4 Cordis,165,1250,1,1,1025,1250,1,1025,0,PD00003893
3894,PRD-03894,High Flow Catheter 7fr Cordis,165,1250,1,1,1000,1250,1,1000,0,PD00003894
3895,PRD-03895,High Flow Catheter Pig 5fr,165,1250,1,1,0,1250,1,0,0,PD00003895
3896,PRD-03896,Introducer Sheet 6fr Cordis,165,1250,1,1,1050,1250,1,1050,0,PD00003896
3897,PRD-03897,Hitone 30gm Cream,166,1295,1,16,1165.5,1295,1,1165.5,0,PD00003897
3898,PRD-03898,Tyro Nase Crem 20gm,166,390,1,1,351,390,1,351,0,PD00003898
3899,PRD-03899,Tyro Nase Plus Cream,166,780,1,1,702,780,1,702,0,PD00003899
3900,PRD-03900,Elastogen Cream,167,1190,1,1,1011.5,1190,1,1011.5,0,PD00003900
3901,PRD-03901,Elvira 50gm Gel,167,350,1,1,297.5,350,1,297.5,0,PD00003901
3902,PRD-03902,Energy Serum,167,990,1,1,841.5,990,1,841.5,0,PD00003902
3903,PRD-03903,Gamalin Bar,167,145,1,1,123.25,145,1,123.25,0,PD00003903
3904,PRD-03904,Gamaline 50gm Cream,167,325,1,1,276.25,325,1,276.25,0,PD00003904
3905,PRD-03905,Gamaline Oint 80gm Cream,167,230,1,1,195.5,230,1,195.5,0,PD00003905
3906,PRD-03906,Hairgen Active Spray,167,495,1,1,425,495,1,425,0,PD00003906
3907,PRD-03907,Melawhite Cream,167,550,1,1,467.5,550,1,467.5,0,PD00003907
3908,PRD-03908,Melawhite Face Wash,167,295,1,1,250.75,295,1,250.75,0,PD00003908
3909,PRD-03909,Pure Bar 70gm,167,125,1,1,106.25,125,1,106.25,0,PD00003909
3910,PRD-03910,Rezuline C Cream (30gm),167,1400,1,39,1260,1400,1,1260,0,PD00003910
3911,PRD-03911,Skin Emolliment Cream(varioline Cosmetics Pakistan),167,150,1,1,127.5,150,1,127.5,0,PD00003911
3912,PRD-03912,T Klar  Bar,167,125,1,1,106.25,125,1,106.25,0,PD00003912
3913,PRD-03913,Whitening Scrub,167,1495,1,1,1270.75,1495,1,1270.75,0,PD00003913
3914,PRD-03914,"Elasto Craft 4""",168,87,1,1,50,87,1,50,0,PD00003914
3915,PRD-03915,"Elasto Craft 6""",168,105,1,1,65,105,1,65,0,PD00003915
3916,PRD-03916,Orthoban Cotton Wool,168,30,1,1,25.5,30,1,25.5,0,PD00003916
3917,PRD-03917,Corn Flakes 125 G,169,27,1,1,22.5,27,1,22.5,0,PD00003917
3918,PRD-03918,P7a Milk,169,175.06,1,1,162.05,175.06,1,162.05,0,PD00003918
3919,PRD-03919,Porridge Food Wheat 250g,169,60,1,1,50,60,1,50,0,PD00003919
3920,PRD-03920,Hemisef 100mg/5ml 30ml Syp,170,160,1,1,136,160,1,136,0,PD00003920
3921,PRD-03921,Hemisef 200mg/5ml 30ml Syp,170,230,1,1,195.5,230,1,195.5,0,PD00003921
3922,PRD-03922,Hemisef 400mg Cap,170,65,1,1,276.25,325,5,55.25,0,PD00003922
3923,PRD-03923,Mamti Tab,171,21.43,1,1,1020,1200,56,18.21428571,0,PD00003923
3924,PRD-03924,Anlev 250mg Tab,172,16,1,16,136,160,10,13.6,0,PD00003924
3925,PRD-03925,Anlev 500mg Tab,172,29,1,16,246.5,290,10,24.65,0,PD00003925
3926,PRD-03926,Avate Cream 10gm,172,232.98,1,19,198.03,232.98,1,198.03,0,PD00003926
3927,PRD-03927,Cifram 250mg Tab,172,13,1,16,110.5,130,10,11.05,0,PD00003927
3928,PRD-03928,Covate 15gm Ointment,172,41,1,16,34.85,41,1,34.85,0,PD00003928
3929,PRD-03929,Covate Lotion,172,105,1,16,89.25,105,1,89.25,0,PD00003929
3930,PRD-03930,Hi Life (1's) Tab,172,100,1,16,85,100,1,85,0,PD00003930
3931,PRD-03931,Valisone 15gm Cream,172,35.72,1,16,30.36,35.72,1,30.36,0,PD00003931
3932,PRD-03932,Valisone C Lotion,172,137,1,16,116.45,137,1,116.45,0,PD00003932
3933,PRD-03933,Valisone Ointment,172,70,1,16,59.5,70,1,59.5,0,PD00003933
3934,PRD-03934,Valisone S Oint,172,50,1,16,42.5,50,1,42.5,0,PD00003934
3935,PRD-03935,Acne-cap Bar 75g,173,150,1,18,135,150,1,135,0,PD00003935
3936,PRD-03936,Aklen Face Wash,173,350,1,18,297.5,350,1,297.5,0,PD00003936
3937,PRD-03937,Aklen Foaming Cleanser 120ml,173,1250,1,18,1062.5,1250,1,1062.5,0,PD00003937
3938,PRD-03938,Cifram 500mg Tab,173,21.5,1,18,182.75,215,10,18.275,0,PD00003938
3939,PRD-03939,Clinda Ben Gel 10gm,173,347.7,1,18,295.54,347.7,1,295.54,0,PD00003939
3940,PRD-03940,Clindamax Gel 10g,173,196.43,1,18,166.96,196.43,1,166.96,0,PD00003940
3941,PRD-03941,Daskil 125mg Tab,173,31.3,1,18,266.05,313,10,26.605,0,PD00003941
3942,PRD-03942,Daskil Cream,173,170,1,18,144.5,170,1,144.5,0,PD00003942
3943,PRD-03943,Dasone Gel 10gm,173,175,1,18,148.75,175,1,148.75,0,PD00003943
3944,PRD-03944,Dolopro 20mg Tab,173,8.75,1,18,148.75,175,20,7.4375,0,PD00003944
3945,PRD-03945,Flake Free 60ml Scalp Shampoo,173,217,1,18,184.45,217,1,184.45,0,PD00003945
3946,PRD-03946,Hion Face Wash,173,650,1,18,553,650,1,553,0,PD00003946
3947,PRD-03947,Hiton Face Wash,173,650,1,18,552.5,650,1,552.5,0,PD00003947
3948,PRD-03948,Oratane Gel 100gm,173,347.5,1,18,295.38,347.5,1,295.38,0,PD00003948
3949,PRD-03949,Oratraxin Gel 10gm,173,347.5,1,18,295.38,347.5,1,295.38,0,PD00003949
3950,PRD-03950,Oraz 20mg Cap,173,10.29,1,18,122.4,144,14,8.742857143,0,PD00003950
3951,PRD-03951,Spectrum Sc Gel Spf60 50gm,173,1495,1,18,1270.75,1495,1,1270.75,0,PD00003951
3952,PRD-03952,Ungentum Moisturising Cream 50gm,173,299,1,18,269.1,299,1,269.1,0,PD00003952
3953,PRD-03953,Valisone G 10gm Cream,173,121.74,1,18,103.47,121.74,1,103.47,0,PD00003953
3954,PRD-03954,Valisone Lotion 60ml,173,184.64,1,18,156.94,184.64,1,156.94,0,PD00003954
3955,PRD-03955,Valisone S Lotion,173,155,1,18,131.75,155,1,131.75,0,PD00003955
3956,PRD-03956,Virovir 250mg Tab,173,60,1,18,510,600,10,51,0,PD00003956
3957,PRD-03957,Betacare Tab (hepa Mex Syp),174,8.75,1,1,148.75,175,20,7.4375,0,PD00003957
3958,PRD-03958,Hb Rise 120ml Syp,174,140,1,1,119,140,1,119,0,PD00003958
3959,PRD-03959,Zolcare 20mg Cap(apimax Syp),174,10,1,1,119,140,14,8.5,0,PD00003959
3960,PRD-03960,"Zolcare 40mg Cap 14,s",174,20.36,1,5,242.25,285,14,17.30357143,0,PD00003960
3961,PRD-03961,Cartiflex Cap,175,8.15,1,1,151.2,163,20,7.56,0,PD00003961
3962,PRD-03962,Cartiflex Fort Tab,175,13.6,1,1,231.2,272,20,11.56,0,PD00003962
3963,PRD-03963,Curagesic Tab,175,2.21,1,1,187.85,221,100,1.8785,0,PD00003963
3964,PRD-03964,Dr Wollan's Sunscree 25ml Spf 30 Liq,175,190,1,1,171,190,1,171,0,PD00003964
3965,PRD-03965,Dr Wollan's Sunscreen 50ml Spf 30 Liq,175,275,1,1,247.5,275,1,247.5,0,PD00003965
3966,PRD-03966,Flunazone 150mg Cap,175,138,1,1,117.3,138,1,117.3,0,PD00003966
3967,PRD-03967,Zicure 250 Cap,175,25.5,1,1,216.75,255,10,21.675,0,PD00003967
3968,PRD-03968,Ac Gel 240ml Syp,176,205,1,1,174.25,205,1,174.25,0,PD00003968
3969,PRD-03969,Alca  M 30ml Drops,176,1250,1,1,1062.5,1250,1,1062.5,0,PD00003969
3970,PRD-03970,Covit Tab,176,32.5,1,1,828.75,975,30,27.625,0,PD00003970
3971,PRD-03971,Enz Care Cap,176,45,1,1,382.5,450,10,38.25,0,PD00003971
3972,PRD-03972,Gromin 120ml Syp,176,120,1,1,102,120,1,102,0,PD00003972
3973,PRD-03973,Gromin Tab,176,14,1,1,238,280,20,11.9,0,PD00003973
3974,PRD-03974,Hi Q Cap(co-enzyme-q-10),176,50,1,1,1275,1500,30,42.5,0,PD00003974
3975,PRD-03975,Lacto Calamina 75ml Lotion,176,170,1,1,144.5,170,1,144.5,0,PD00003975
3976,PRD-03976,Navivan F Tab,176,10,1,1,255,300,30,8.5,0,PD00003976
3977,PRD-03977,Neuroderm 75ml Lotion,176,260,1,1,221,260,1,221,0,PD00003977
3978,PRD-03978,Rozapine 5mg Tab,176,8.5,1,1,72.25,85,10,7.225,0,PD00003978
3979,PRD-03979,Clarx 250mg Tab,177,18.9,1,34,160.65,189,10,16.065,0,PD00003979
3980,PRD-03980,D Plus 400iu/ Drop,177,310,1,34,263.5,310,1,263.5,0,PD00003980
3981,PRD-03981,"D Plus Tablets 20,s",177,20,1,34,340,400,20,17,0,PD00003981
3982,PRD-03982,Nosetine Tab,177,10,1,34,85,100,10,8.5,0,PD00003982
3983,PRD-03983,"Omvit Tablets 20,s",177,55,1,18,935,1100,20,46.75,0,PD00003983
3984,PRD-03984,Orexy Syp 120ml,177,175,1,34,148.75,175,1,148.75,0,PD00003984
3985,PRD-03985,Promeg Syp 200mil,177,425,1,34,361.25,425,1,361.25,0,PD00003985
3986,PRD-03986,Rangafen Tab,177,5.27,1,34,134.3,158,30,4.476666667,0,PD00003986
3987,PRD-03987,Waraxim 400mg Cap,177,65,1,34,276.25,325,5,55.25,0,PD00003987
3988,PRD-03988,Xilcof Syp 120ml,177,180,1,34,153,180,1,153,0,PD00003988
3989,PRD-03989,Biolyn Shampoo,178,990,1,1,841.5,990,1,841.5,0,PD00003989
3990,PRD-03990,Cantik Face & Body Wash,178,550,1,1,467.5,550,1,467.5,0,PD00003990
